lead_id,channel,device,region,campaign,age_group,visit_date,time_on_site_sec,pages_viewed,ad_spend,funnel_stage,converted,revenue,month,month_name
1238,Paid Search,Mobile,South,Retargeting,35-44,2024-04-13 02:00:00,87,5,8.37,Awareness,0,0.0,4,Apr
1239,Direct,Mobile,North,Lead Gen,25-34,2024-04-13 04:00:00,413,11,12.19,Product View,0,0.0,4,Apr
1240,Organic Search,Mobile,East,Brand Awareness,18-24,2024-04-13 06:00:00,832,13,4.5,Product View,0,0.0,4,Apr
1241,Referral,Tablet,West,Retargeting,25-34,2024-04-13 08:00:00,539,3,13.51,Converted,1,49.0,4,Apr
1242,Email,Desktop,South,Seasonal Offer,25-34,2024-04-13 10:00:00,459,1,3.93,Bounced,0,0.0,4,Apr
1243,Email,Mobile,East,Lead Gen,18-24,2024-04-13 12:00:00,369,4,1.61,Checkout,0,0.0,4,Apr
1244,Email,Mobile,South,Product Launch,35-44,2024-04-13 14:00:00,607,3,2.82,Product View,0,0.0,4,Apr
1245,Email,Mobile,West,Lead Gen,25-34,2024-04-13 16:00:00,55,2,12.64,Converted,1,249.0,4,Apr
1246,Social Media,Mobile,West,Lead Gen,25-34,2024-04-13 18:00:00,839,6,6.55,Awareness,0,0.0,4,Apr
1247,Organic Search,Desktop,West,Retargeting,45-54,2024-04-13 20:00:00,618,7,12.06,Checkout,0,0.0,4,Apr
1248,Organic Search,Mobile,West,Seasonal Offer,25-34,2024-04-13 22:00:00,827,10,8.2,Converted,1,99.0,4,Apr
1249,Referral,Mobile,East,Seasonal Offer,25-34,2024-04-14 00:00:00,401,7,7.47,Checkout,0,0.0,4,Apr
1250,Social Media,Desktop,East,Lead Gen,35-44,2024-04-14 02:00:00,65,12,12.2,Converted,1,499.0,4,Apr
1251,Email,Desktop,South,Seasonal Offer,55+,2024-04-14 04:00:00,560,8,6.64,Product View,0,0.0,4,Apr
1252,Paid Search,Desktop,North,Retargeting,18-24,2024-04-14 06:00:00,819,13,12.13,Product View,0,0.0,4,Apr
1253,Organic Search,Desktop,West,Retargeting,25-34,2024-04-14 08:00:00,862,14,1.96,Bounced,0,0.0,4,Apr
1254,Organic Search,Desktop,South,Product Launch,35-44,2024-04-14 10:00:00,854,2,9.73,Converted,1,49.0,4,Apr
1255,Social Media,Desktop,South,Seasonal Offer,25-34,2024-04-14 12:00:00,296,14,10.69,Converted,1,99.0,4,Apr
1256,Paid Search,Mobile,South,Product Launch,45-54,2024-04-14 14:00:00,823,11,13.54,Bounced,0,0.0,4,Apr
1257,Organic Search,Mobile,West,Brand Awareness,55+,2024-04-14 16:00:00,461,12,3.75,Converted,1,49.0,4,Apr
1258,Paid Search,Mobile,West,Retargeting,55+,2024-04-14 18:00:00,48,10,9.26,Converted,1,99.0,4,Apr
1259,Organic Search,Mobile,South,Lead Gen,25-34,2024-04-14 20:00:00,368,13,6.78,Converted,1,49.0,4,Apr
1260,Social Media,Desktop,West,Retargeting,25-34,2024-04-14 22:00:00,169,6,6.05,Bounced,0,0.0,4,Apr
1261,Organic Search,Desktop,South,Brand Awareness,55+,2024-04-15 00:00:00,96,13,2.05,Bounced,0,0.0,4,Apr
1262,Email,Mobile,East,Lead Gen,25-34,2024-04-15 02:00:00,853,6,2.45,Checkout,0,0.0,4,Apr
1263,Paid Search,Desktop,West,Seasonal Offer,25-34,2024-04-15 04:00:00,559,10,12.64,Awareness,0,0.0,4,Apr
1264,Paid Search,Tablet,East,Seasonal Offer,35-44,2024-04-15 06:00:00,398,12,11.37,Awareness,0,0.0,4,Apr
1265,Organic Search,Mobile,North,Retargeting,25-34,2024-04-15 08:00:00,290,1,6.04,Bounced,0,0.0,4,Apr
1266,Organic Search,Mobile,West,Lead Gen,25-34,2024-04-15 10:00:00,653,2,12.51,Converted,1,149.0,4,Apr
1267,Paid Search,Tablet,North,Lead Gen,45-54,2024-04-15 12:00:00,656,13,1.67,Bounced,0,0.0,4,Apr
1268,Paid Search,Desktop,South,Product Launch,25-34,2024-04-15 14:00:00,707,9,9.56,Converted,1,249.0,4,Apr
1269,Social Media,Desktop,West,Brand Awareness,18-24,2024-04-15 16:00:00,608,8,13.09,Awareness,0,0.0,4,Apr
1270,Organic Search,Mobile,West,Seasonal Offer,25-34,2024-04-15 18:00:00,796,12,12.66,Converted,1,49.0,4,Apr
1271,Social Media,Desktop,West,Retargeting,35-44,2024-04-15 20:00:00,611,13,5.91,Bounced,0,0.0,4,Apr
1272,Referral,Tablet,North,Lead Gen,18-24,2024-04-15 22:00:00,849,4,11.31,Awareness,0,0.0,4,Apr
1273,Email,Desktop,North,Seasonal Offer,25-34,2024-04-16 00:00:00,232,6,6.7,Product View,0,0.0,4,Apr
1274,Organic Search,Mobile,South,Retargeting,35-44,2024-04-16 02:00:00,668,2,12.68,Awareness,0,0.0,4,Apr
1275,Paid Search,Mobile,East,Seasonal Offer,45-54,2024-04-16 04:00:00,439,12,8.2,Awareness,0,0.0,4,Apr
1276,Organic Search,Mobile,East,Retargeting,25-34,2024-04-16 06:00:00,862,5,11.59,Bounced,0,0.0,4,Apr
1277,Organic Search,Desktop,North,Seasonal Offer,45-54,2024-04-16 08:00:00,109,2,1.64,Checkout,0,0.0,4,Apr
1278,Direct,Desktop,West,Product Launch,25-34,2024-04-16 10:00:00,717,13,9.06,Checkout,0,0.0,4,Apr
1279,Organic Search,Mobile,East,Brand Awareness,35-44,2024-04-16 12:00:00,142,5,8.48,Converted,1,49.0,4,Apr
1280,Paid Search,Desktop,East,Seasonal Offer,25-34,2024-04-16 14:00:00,652,7,9.34,Product View,0,0.0,4,Apr
1281,Social Media,Mobile,North,Brand Awareness,18-24,2024-04-16 16:00:00,850,7,10.59,Bounced,0,0.0,4,Apr
1282,Social Media,Mobile,South,Seasonal Offer,35-44,2024-04-16 18:00:00,166,9,13.81,Bounced,0,0.0,4,Apr
1283,Social Media,Mobile,North,Lead Gen,25-34,2024-04-16 20:00:00,674,3,11.89,Bounced,0,0.0,4,Apr
1284,Organic Search,Mobile,North,Product Launch,25-34,2024-04-16 22:00:00,869,12,3.68,Checkout,0,0.0,4,Apr
1285,Paid Search,Desktop,West,Product Launch,25-34,2024-04-17 00:00:00,218,4,12.48,Awareness,0,0.0,4,Apr
1286,Paid Search,Mobile,North,Brand Awareness,35-44,2024-04-17 02:00:00,306,9,2.27,Product View,0,0.0,4,Apr
1287,Organic Search,Mobile,West,Lead Gen,25-34,2024-04-17 04:00:00,766,14,9.52,Bounced,0,0.0,4,Apr
1288,Paid Search,Desktop,South,Retargeting,25-34,2024-04-17 06:00:00,132,8,13.3,Product View,0,0.0,4,Apr
1289,Organic Search,Tablet,West,Product Launch,18-24,2024-04-17 08:00:00,136,12,1.97,Awareness,0,0.0,4,Apr
1290,Organic Search,Desktop,South,Lead Gen,25-34,2024-04-17 10:00:00,604,7,12.82,Bounced,0,0.0,4,Apr
1291,Paid Search,Desktop,South,Lead Gen,25-34,2024-04-17 12:00:00,786,8,12.08,Bounced,0,0.0,4,Apr
1292,Organic Search,Desktop,South,Brand Awareness,25-34,2024-04-17 14:00:00,202,9,7.8,Product View,0,0.0,4,Apr
1293,Social Media,Tablet,North,Lead Gen,18-24,2024-04-17 16:00:00,874,12,4.98,Product View,0,0.0,4,Apr
1294,Social Media,Desktop,West,Lead Gen,25-34,2024-04-17 18:00:00,360,4,6.38,Awareness,0,0.0,4,Apr
1295,Email,Mobile,East,Retargeting,45-54,2024-04-17 20:00:00,751,5,14.55,Checkout,0,0.0,4,Apr
1296,Organic Search,Mobile,North,Brand Awareness,35-44,2024-04-17 22:00:00,220,9,3.42,Awareness,0,0.0,4,Apr
1297,Organic Search,Desktop,South,Brand Awareness,45-54,2024-04-18 00:00:00,699,7,8.9,Bounced,0,0.0,4,Apr
1298,Organic Search,Desktop,East,Lead Gen,18-24,2024-04-18 02:00:00,860,14,1.71,Converted,1,249.0,4,Apr
1299,Social Media,Mobile,North,Retargeting,55+,2024-04-18 04:00:00,254,4,3.66,Awareness,0,0.0,4,Apr
1300,Social Media,Desktop,East,Seasonal Offer,25-34,2024-04-18 06:00:00,713,6,11.57,Bounced,0,0.0,4,Apr
1301,Organic Search,Mobile,South,Product Launch,55+,2024-04-18 08:00:00,352,11,4.89,Converted,1,99.0,4,Apr
1302,Referral,Desktop,East,Brand Awareness,25-34,2024-04-18 10:00:00,537,1,14.79,Product View,0,0.0,4,Apr
1303,Organic Search,Desktop,East,Retargeting,25-34,2024-04-18 12:00:00,577,1,7.76,Bounced,0,0.0,4,Apr
1304,Social Media,Mobile,South,Retargeting,25-34,2024-04-18 14:00:00,163,9,7.99,Bounced,0,0.0,4,Apr
1305,Social Media,Desktop,East,Lead Gen,25-34,2024-04-18 16:00:00,66,8,1.03,Awareness,0,0.0,4,Apr
1306,Referral,Desktop,North,Product Launch,45-54,2024-04-18 18:00:00,122,13,14.37,Converted,1,99.0,4,Apr
1307,Social Media,Desktop,East,Brand Awareness,35-44,2024-04-18 20:00:00,104,1,3.03,Checkout,0,0.0,4,Apr
1308,Email,Desktop,West,Seasonal Offer,55+,2024-04-18 22:00:00,785,13,8.31,Product View,0,0.0,4,Apr
1309,Paid Search,Mobile,North,Lead Gen,35-44,2024-04-19 00:00:00,212,11,6.24,Converted,1,49.0,4,Apr
1310,Email,Mobile,East,Brand Awareness,25-34,2024-04-19 02:00:00,746,2,6.53,Converted,1,99.0,4,Apr
1311,Organic Search,Desktop,West,Brand Awareness,18-24,2024-04-19 04:00:00,488,13,9.83,Bounced,0,0.0,4,Apr
1312,Referral,Mobile,West,Retargeting,55+,2024-04-19 06:00:00,728,4,10.1,Bounced,0,0.0,4,Apr
1313,Social Media,Mobile,West,Product Launch,35-44,2024-04-19 08:00:00,707,1,2.74,Bounced,0,0.0,4,Apr
1314,Email,Desktop,East,Seasonal Offer,35-44,2024-04-19 10:00:00,656,2,7.74,Converted,1,49.0,4,Apr
1315,Paid Search,Desktop,South,Product Launch,25-34,2024-04-19 12:00:00,438,5,11.96,Checkout,0,0.0,4,Apr
1316,Social Media,Tablet,West,Retargeting,35-44,2024-04-19 14:00:00,236,8,6.93,Bounced,0,0.0,4,Apr
1317,Social Media,Mobile,South,Seasonal Offer,55+,2024-04-19 16:00:00,274,6,2.9,Bounced,0,0.0,4,Apr
1318,Email,Mobile,North,Seasonal Offer,25-34,2024-04-19 18:00:00,362,6,5.04,Bounced,0,0.0,4,Apr
1319,Organic Search,Mobile,South,Lead Gen,25-34,2024-04-19 20:00:00,702,4,3.58,Bounced,0,0.0,4,Apr
1320,Organic Search,Desktop,South,Seasonal Offer,25-34,2024-04-19 22:00:00,554,2,2.32,Bounced,0,0.0,4,Apr
1321,Organic Search,Mobile,South,Brand Awareness,45-54,2024-04-20 00:00:00,323,3,5.97,Product View,0,0.0,4,Apr
1322,Organic Search,Mobile,South,Product Launch,18-24,2024-04-20 02:00:00,777,13,8.34,Checkout,0,0.0,4,Apr
1323,Referral,Mobile,South,Product Launch,18-24,2024-04-20 04:00:00,302,6,1.55,Product View,0,0.0,4,Apr
1324,Organic Search,Desktop,North,Lead Gen,25-34,2024-04-20 06:00:00,408,6,9.26,Awareness,0,0.0,4,Apr
1325,Direct,Desktop,North,Seasonal Offer,35-44,2024-04-20 08:00:00,655,5,14.9,Checkout,0,0.0,4,Apr
1326,Paid Search,Desktop,South,Retargeting,25-34,2024-04-20 10:00:00,693,6,14.48,Bounced,0,0.0,4,Apr
1327,Organic Search,Tablet,South,Brand Awareness,18-24,2024-04-20 12:00:00,55,11,12.52,Converted,1,149.0,4,Apr
1328,Email,Desktop,West,Lead Gen,55+,2024-04-20 14:00:00,709,6,4.36,Awareness,0,0.0,4,Apr
1329,Social Media,Desktop,North,Seasonal Offer,55+,2024-04-20 16:00:00,573,13,0.82,Converted,1,99.0,4,Apr
1330,Paid Search,Desktop,East,Retargeting,25-34,2024-04-20 18:00:00,762,1,12.59,Product View,0,0.0,4,Apr
1331,Social Media,Desktop,North,Seasonal Offer,35-44,2024-04-20 20:00:00,747,6,1.31,Bounced,0,0.0,4,Apr
1332,Social Media,Mobile,East,Lead Gen,35-44,2024-04-20 22:00:00,883,5,3.48,Converted,1,149.0,4,Apr
1333,Organic Search,Mobile,West,Retargeting,25-34,2024-04-21 00:00:00,639,8,8.39,Product View,0,0.0,4,Apr
1334,Direct,Mobile,South,Retargeting,25-34,2024-04-21 02:00:00,120,9,3.09,Converted,1,99.0,4,Apr
1335,Direct,Desktop,West,Retargeting,25-34,2024-04-21 04:00:00,505,14,12.59,Bounced,0,0.0,4,Apr
1336,Social Media,Mobile,South,Retargeting,25-34,2024-04-21 06:00:00,755,6,11.77,Bounced,0,0.0,4,Apr
1337,Organic Search,Desktop,North,Seasonal Offer,25-34,2024-04-21 08:00:00,217,13,11.46,Bounced,0,0.0,4,Apr
1338,Social Media,Desktop,South,Retargeting,45-54,2024-04-21 10:00:00,598,12,12.33,Bounced,0,0.0,4,Apr
1339,Organic Search,Desktop,East,Seasonal Offer,25-34,2024-04-21 12:00:00,648,12,3.69,Bounced,0,0.0,4,Apr
1340,Organic Search,Desktop,East,Retargeting,35-44,2024-04-21 14:00:00,224,10,11.07,Converted,1,99.0,4,Apr
1341,Organic Search,Desktop,West,Retargeting,25-34,2024-04-21 16:00:00,563,4,5.65,Checkout,0,0.0,4,Apr
1342,Paid Search,Mobile,North,Lead Gen,35-44,2024-04-21 18:00:00,727,3,10.17,Product View,0,0.0,4,Apr
1343,Referral,Mobile,East,Seasonal Offer,25-34,2024-04-21 20:00:00,114,10,2.27,Product View,0,0.0,4,Apr
1344,Email,Mobile,West,Seasonal Offer,35-44,2024-04-21 22:00:00,621,12,10.73,Awareness,0,0.0,4,Apr
1345,Email,Desktop,North,Product Launch,45-54,2024-04-22 00:00:00,870,1,14.6,Converted,1,49.0,4,Apr
1346,Paid Search,Desktop,North,Lead Gen,45-54,2024-04-22 02:00:00,106,7,1.13,Converted,1,249.0,4,Apr
1347,Paid Search,Desktop,West,Seasonal Offer,25-34,2024-04-22 04:00:00,359,5,1.86,Product View,0,0.0,4,Apr
1348,Paid Search,Tablet,East,Lead Gen,35-44,2024-04-22 06:00:00,412,4,2.29,Converted,1,99.0,4,Apr
1349,Direct,Mobile,East,Lead Gen,55+,2024-04-22 08:00:00,462,9,6.74,Awareness,0,0.0,4,Apr
1350,Organic Search,Mobile,West,Lead Gen,35-44,2024-04-22 10:00:00,406,7,4.72,Awareness,0,0.0,4,Apr
1351,Referral,Desktop,East,Brand Awareness,18-24,2024-04-22 12:00:00,370,10,12.2,Awareness,0,0.0,4,Apr
1352,Social Media,Mobile,West,Seasonal Offer,35-44,2024-04-22 14:00:00,206,13,7.37,Converted,1,49.0,4,Apr
1353,Paid Search,Desktop,East,Lead Gen,18-24,2024-04-22 16:00:00,455,8,7.53,Bounced,0,0.0,4,Apr
1354,Email,Mobile,East,Brand Awareness,45-54,2024-04-22 18:00:00,453,4,10.9,Converted,1,49.0,4,Apr
1355,Paid Search,Tablet,West,Brand Awareness,35-44,2024-04-22 20:00:00,203,10,5.75,Product View,0,0.0,4,Apr
1356,Referral,Tablet,West,Retargeting,25-34,2024-04-22 22:00:00,435,12,5.62,Awareness,0,0.0,4,Apr
1357,Referral,Mobile,East,Retargeting,18-24,2024-04-23 00:00:00,111,10,11.48,Converted,1,49.0,4,Apr
1358,Paid Search,Desktop,West,Seasonal Offer,25-34,2024-04-23 02:00:00,50,8,11.81,Converted,1,49.0,4,Apr
1359,Organic Search,Tablet,East,Retargeting,55+,2024-04-23 04:00:00,720,4,0.71,Converted,1,99.0,4,Apr
1360,Social Media,Mobile,South,Seasonal Offer,18-24,2024-04-23 06:00:00,427,1,2.58,Awareness,0,0.0,4,Apr
1361,Referral,Desktop,North,Brand Awareness,25-34,2024-04-23 08:00:00,359,11,3.59,Bounced,0,0.0,4,Apr
1362,Organic Search,Desktop,North,Brand Awareness,55+,2024-04-23 10:00:00,254,8,5.6,Awareness,0,0.0,4,Apr
1363,Social Media,Desktop,East,Seasonal Offer,25-34,2024-04-23 12:00:00,806,1,4.73,Bounced,0,0.0,4,Apr
1364,Social Media,Desktop,North,Retargeting,25-34,2024-04-23 14:00:00,431,13,10.19,Product View,0,0.0,4,Apr
1365,Email,Desktop,East,Retargeting,35-44,2024-04-23 16:00:00,810,12,12.51,Converted,1,99.0,4,Apr
1366,Organic Search,Mobile,West,Seasonal Offer,25-34,2024-04-23 18:00:00,792,3,3.29,Converted,1,499.0,4,Apr
1367,Social Media,Desktop,South,Product Launch,25-34,2024-04-23 20:00:00,814,7,8.66,Bounced,0,0.0,4,Apr
1368,Referral,Desktop,North,Retargeting,18-24,2024-04-23 22:00:00,884,3,5.83,Converted,1,49.0,4,Apr
1369,Organic Search,Mobile,North,Lead Gen,35-44,2024-04-24 00:00:00,467,13,7.83,Bounced,0,0.0,4,Apr
1370,Organic Search,Mobile,West,Retargeting,55+,2024-04-24 02:00:00,301,8,9.5,Converted,1,149.0,4,Apr
1371,Direct,Mobile,South,Product Launch,18-24,2024-04-24 04:00:00,309,5,13.46,Awareness,0,0.0,4,Apr
1372,Organic Search,Desktop,South,Brand Awareness,25-34,2024-04-24 06:00:00,252,3,3.29,Bounced,0,0.0,4,Apr
1373,Referral,Tablet,South,Brand Awareness,25-34,2024-04-24 08:00:00,616,5,1.76,Checkout,0,0.0,4,Apr
1374,Paid Search,Tablet,West,Brand Awareness,45-54,2024-04-24 10:00:00,692,5,9.59,Bounced,0,0.0,4,Apr
1375,Organic Search,Desktop,North,Retargeting,25-34,2024-04-24 12:00:00,538,8,6.21,Checkout,0,0.0,4,Apr
1376,Referral,Desktop,North,Brand Awareness,45-54,2024-04-24 14:00:00,371,12,2.86,Checkout,0,0.0,4,Apr
1377,Paid Search,Mobile,South,Product Launch,18-24,2024-04-24 16:00:00,646,9,2.2,Checkout,0,0.0,4,Apr
1378,Paid Search,Mobile,West,Product Launch,55+,2024-04-24 18:00:00,71,6,8.6,Bounced,0,0.0,4,Apr
1379,Paid Search,Tablet,West,Retargeting,35-44,2024-04-24 20:00:00,205,10,4.86,Checkout,0,0.0,4,Apr
1380,Social Media,Mobile,West,Lead Gen,35-44,2024-04-24 22:00:00,274,3,14.96,Product View,0,0.0,4,Apr
1381,Organic Search,Mobile,South,Retargeting,25-34,2024-04-25 00:00:00,282,2,6.39,Bounced,0,0.0,4,Apr
1382,Paid Search,Mobile,West,Brand Awareness,45-54,2024-04-25 02:00:00,303,11,3.58,Product View,0,0.0,4,Apr
1383,Direct,Desktop,South,Retargeting,25-34,2024-04-25 04:00:00,363,3,9.62,Checkout,0,0.0,4,Apr
1384,Organic Search,Desktop,South,Product Launch,18-24,2024-04-25 06:00:00,633,9,4.04,Bounced,0,0.0,4,Apr
1385,Social Media,Desktop,South,Retargeting,25-34,2024-04-25 08:00:00,40,7,7.66,Product View,0,0.0,4,Apr
1386,Paid Search,Mobile,East,Retargeting,45-54,2024-04-25 10:00:00,181,11,7.5,Product View,0,0.0,4,Apr
1387,Email,Mobile,South,Lead Gen,45-54,2024-04-25 12:00:00,218,11,7.08,Bounced,0,0.0,4,Apr
1388,Organic Search,Mobile,West,Product Launch,35-44,2024-04-25 14:00:00,705,9,12.04,Checkout,0,0.0,4,Apr
1389,Direct,Desktop,East,Seasonal Offer,35-44,2024-04-25 16:00:00,667,13,3.64,Converted,1,99.0,4,Apr
1390,Paid Search,Mobile,North,Seasonal Offer,18-24,2024-04-25 18:00:00,240,6,13.61,Product View,0,0.0,4,Apr
1391,Organic Search,Desktop,North,Product Launch,45-54,2024-04-25 20:00:00,126,8,11.97,Awareness,0,0.0,4,Apr
1392,Organic Search,Desktop,West,Seasonal Offer,45-54,2024-04-25 22:00:00,850,10,5.33,Converted,1,49.0,4,Apr
1393,Organic Search,Mobile,West,Brand Awareness,35-44,2024-04-26 00:00:00,368,11,3.12,Checkout,0,0.0,4,Apr
1394,Paid Search,Mobile,West,Seasonal Offer,25-34,2024-04-26 02:00:00,76,9,4.55,Product View,0,0.0,4,Apr
1395,Paid Search,Tablet,West,Brand Awareness,55+,2024-04-26 04:00:00,849,3,5.32,Checkout,0,0.0,4,Apr
1396,Email,Desktop,East,Product Launch,45-54,2024-04-26 06:00:00,765,7,8.58,Awareness,0,0.0,4,Apr
1397,Paid Search,Desktop,West,Seasonal Offer,35-44,2024-04-26 08:00:00,86,9,1.17,Checkout,0,0.0,4,Apr
1398,Organic Search,Desktop,South,Seasonal Offer,25-34,2024-04-26 10:00:00,104,2,13.76,Awareness,0,0.0,4,Apr
1399,Social Media,Desktop,North,Brand Awareness,35-44,2024-04-26 12:00:00,283,12,1.93,Awareness,0,0.0,4,Apr
1400,Social Media,Mobile,West,Brand Awareness,35-44,2024-04-26 14:00:00,692,7,4.55,Checkout,0,0.0,4,Apr
1401,Organic Search,Mobile,South,Retargeting,25-34,2024-04-26 16:00:00,600,5,2.08,Checkout,0,0.0,4,Apr
1402,Organic Search,Mobile,West,Lead Gen,25-34,2024-04-26 18:00:00,866,8,4.22,Converted,1,499.0,4,Apr
1403,Organic Search,Desktop,South,Seasonal Offer,25-34,2024-04-26 20:00:00,627,4,12.65,Converted,1,249.0,4,Apr
1404,Email,Mobile,East,Lead Gen,35-44,2024-04-26 22:00:00,199,1,9.42,Product View,0,0.0,4,Apr
1405,Social Media,Desktop,North,Lead Gen,25-34,2024-04-27 00:00:00,175,11,3.8,Bounced,0,0.0,4,Apr
1406,Paid Search,Mobile,North,Seasonal Offer,25-34,2024-04-27 02:00:00,868,13,13.14,Converted,1,149.0,4,Apr
1407,Email,Desktop,East,Brand Awareness,45-54,2024-04-27 04:00:00,62,10,12.11,Product View,0,0.0,4,Apr
1408,Email,Desktop,South,Retargeting,35-44,2024-04-27 06:00:00,544,8,11.43,Bounced,0,0.0,4,Apr
1409,Social Media,Mobile,West,Product Launch,18-24,2024-04-27 08:00:00,825,6,12.79,Converted,1,149.0,4,Apr
1410,Referral,Tablet,South,Seasonal Offer,25-34,2024-04-27 10:00:00,286,13,9.48,Product View,0,0.0,4,Apr
1411,Organic Search,Desktop,North,Seasonal Offer,45-54,2024-04-27 12:00:00,155,8,7.77,Bounced,0,0.0,4,Apr
1412,Organic Search,Desktop,East,Product Launch,45-54,2024-04-27 14:00:00,142,3,5.92,Converted,1,499.0,4,Apr
1413,Organic Search,Mobile,East,Lead Gen,25-34,2024-04-27 16:00:00,844,8,3.74,Bounced,0,0.0,4,Apr
1414,Organic Search,Desktop,South,Retargeting,55+,2024-04-27 18:00:00,834,8,8.58,Bounced,0,0.0,4,Apr
1415,Social Media,Desktop,South,Lead Gen,18-24,2024-04-27 20:00:00,371,12,13.4,Converted,1,149.0,4,Apr
1416,Referral,Desktop,East,Product Launch,55+,2024-04-27 22:00:00,77,1,9.11,Bounced,0,0.0,4,Apr
1417,Organic Search,Desktop,North,Product Launch,25-34,2024-04-28 00:00:00,393,4,13.83,Checkout,0,0.0,4,Apr
1418,Organic Search,Tablet,West,Retargeting,18-24,2024-04-28 02:00:00,816,7,5.68,Converted,1,49.0,4,Apr
1419,Paid Search,Mobile,West,Product Launch,25-34,2024-04-28 04:00:00,427,13,10.58,Product View,0,0.0,4,Apr
1420,Referral,Mobile,South,Product Launch,25-34,2024-04-28 06:00:00,224,14,9.91,Converted,1,49.0,4,Apr
1421,Paid Search,Tablet,East,Retargeting,35-44,2024-04-28 08:00:00,880,11,10.22,Awareness,0,0.0,4,Apr
1422,Paid Search,Desktop,East,Seasonal Offer,45-54,2024-04-28 10:00:00,766,1,9.85,Converted,1,149.0,4,Apr
1423,Organic Search,Desktop,East,Lead Gen,45-54,2024-04-28 12:00:00,754,3,3.71,Bounced,0,0.0,4,Apr
1424,Organic Search,Desktop,North,Seasonal Offer,25-34,2024-04-28 14:00:00,350,3,2.58,Product View,0,0.0,4,Apr
1425,Direct,Desktop,South,Seasonal Offer,25-34,2024-04-28 16:00:00,823,6,14.69,Product View,0,0.0,4,Apr
1426,Direct,Desktop,South,Lead Gen,18-24,2024-04-28 18:00:00,167,5,1.16,Converted,1,149.0,4,Apr
1427,Organic Search,Tablet,South,Seasonal Offer,18-24,2024-04-28 20:00:00,384,12,7.28,Checkout,0,0.0,4,Apr
1428,Direct,Mobile,North,Retargeting,35-44,2024-04-28 22:00:00,874,11,6.66,Converted,1,149.0,4,Apr
1429,Social Media,Desktop,South,Lead Gen,18-24,2024-04-29 00:00:00,99,7,5.72,Bounced,0,0.0,4,Apr
1430,Referral,Mobile,West,Brand Awareness,35-44,2024-04-29 02:00:00,840,3,11.84,Converted,1,49.0,4,Apr
1431,Paid Search,Mobile,South,Seasonal Offer,35-44,2024-04-29 04:00:00,611,11,11.31,Awareness,0,0.0,4,Apr
1432,Paid Search,Tablet,South,Product Launch,25-34,2024-04-29 06:00:00,512,1,13.63,Checkout,0,0.0,4,Apr
1433,Paid Search,Mobile,South,Lead Gen,35-44,2024-04-29 08:00:00,749,11,6.23,Awareness,0,0.0,4,Apr
1434,Social Media,Mobile,North,Brand Awareness,25-34,2024-04-29 10:00:00,741,3,8.68,Awareness,0,0.0,4,Apr
1435,Organic Search,Mobile,West,Product Launch,25-34,2024-04-29 12:00:00,88,8,13.44,Product View,0,0.0,4,Apr
1436,Organic Search,Mobile,West,Brand Awareness,45-54,2024-04-29 14:00:00,800,5,14.91,Awareness,0,0.0,4,Apr
1437,Paid Search,Mobile,East,Seasonal Offer,25-34,2024-04-29 16:00:00,418,3,14.55,Product View,0,0.0,4,Apr
1438,Social Media,Desktop,East,Product Launch,18-24,2024-04-29 18:00:00,882,14,10.91,Bounced,0,0.0,4,Apr
1439,Organic Search,Desktop,West,Seasonal Offer,35-44,2024-04-29 20:00:00,380,8,2.58,Bounced,0,0.0,4,Apr
1440,Social Media,Mobile,South,Product Launch,25-34,2024-04-29 22:00:00,875,6,0.84,Awareness,0,0.0,4,Apr
1441,Direct,Desktop,South,Lead Gen,35-44,2024-04-30 00:00:00,898,3,12.47,Bounced,0,0.0,4,Apr
1442,Organic Search,Desktop,South,Retargeting,25-34,2024-04-30 02:00:00,368,14,12.69,Bounced,0,0.0,4,Apr
1443,Social Media,Mobile,North,Retargeting,25-34,2024-04-30 04:00:00,706,5,11.32,Awareness,0,0.0,4,Apr
1444,Paid Search,Desktop,South,Brand Awareness,45-54,2024-04-30 06:00:00,786,1,4.56,Converted,1,499.0,4,Apr
1445,Referral,Mobile,North,Product Launch,35-44,2024-04-30 08:00:00,625,6,9.78,Product View,0,0.0,4,Apr
1446,Organic Search,Mobile,West,Seasonal Offer,18-24,2024-04-30 10:00:00,465,14,5.09,Checkout,0,0.0,4,Apr
1447,Social Media,Tablet,South,Lead Gen,25-34,2024-04-30 12:00:00,479,12,7.03,Awareness,0,0.0,4,Apr
1448,Email,Desktop,South,Lead Gen,45-54,2024-04-30 14:00:00,406,13,6.05,Product View,0,0.0,4,Apr
1449,Referral,Desktop,East,Lead Gen,18-24,2024-04-30 16:00:00,420,14,13.75,Awareness,0,0.0,4,Apr
1450,Social Media,Mobile,West,Retargeting,35-44,2024-04-30 18:00:00,510,9,3.9,Bounced,0,0.0,4,Apr
1451,Paid Search,Mobile,South,Seasonal Offer,35-44,2024-04-30 20:00:00,850,12,8.88,Awareness,0,0.0,4,Apr
1452,Social Media,Tablet,North,Lead Gen,35-44,2024-04-30 22:00:00,143,7,5.73,Checkout,0,0.0,4,Apr
1453,Referral,Desktop,West,Lead Gen,45-54,2024-05-01 00:00:00,775,11,10.11,Converted,1,99.0,5,May
1454,Social Media,Desktop,East,Brand Awareness,35-44,2024-05-01 02:00:00,803,13,8.69,Bounced,0,0.0,5,May
1455,Organic Search,Tablet,West,Product Launch,35-44,2024-05-01 04:00:00,201,8,13.9,Product View,0,0.0,5,May
